         1         1         1        314.6306        314.6216
         1         1         2        314.5253        314.5207
         1         1         3       314.40015        314.4071
         1         1         4       314.26648          314.28
         1         1         5       314.13678       314.13806
         1         1         6        313.9875       313.97076
         1         1         7       313.75638       313.72708
         1         1         8       313.48798       313.45905
         1         1         9       313.23846        313.1888
         1         1        10       313.04538       312.98282
         1         1        11       312.81598       312.74988
         1         1        12       312.54565       312.47778
         1         1        13       312.23422       312.16644
         1         1        14       311.84058       311.77744
         1         1        15       311.39478       311.33533
         1         1        16       310.99283       310.93643
         1         1        17        310.5152        310.4652
         1         1        18       309.98718        309.9398
         1         1        19       309.39267       309.34586
         1         1        20       308.71606       308.67142
         1         1        21       308.03476       307.98462
         1         1        22       307.35245       307.29874
         1         1        23        306.6454        306.5889
         1         1        24       305.89703        305.8439
         1         1        25       305.00735       304.94647
         1         1        26       304.31036        304.2461
         1         1        27        303.5625       303.49402
         1         1        28        302.7998       302.72702
         1         1        29       302.13828       302.06274
         1         1        30       301.44067       301.36224
         1         1        31        300.7324       300.65115
         1         1        32        300.1159        300.0329
         1         1        33       299.48416        299.3994
         1         1        34        298.7194       298.63156
         1         1        35       298.04126       297.95175
         1         1        36       297.39502       297.30588
         1         2         1       314.51318        314.4993
         1         3         1       314.38342       314.37082
         1         4         1       314.24442       314.23694
         1         5         1       314.09055       314.09204
         1         6         1       313.92273       313.93378
         1         7         1       313.75537       313.77243
         1         8         1       313.59232       313.61218
         1         9         1       313.40817       313.43054
         1        10         1        313.2176       313.24814
         1        11         1       313.01132       313.04538
         1        12         1       312.74393       312.78732
         1        13         1       312.45065       312.50037
         1        14         1         312.219       312.26617
         1        15         1       312.06458       312.07742
         1        16         1       311.88556       311.88443
         1        17         1        311.7401       311.72113
         1        18         1        311.5907        311.5683
         1        19         1       311.44724       311.39618
         1        20         1        311.2737        311.2032
         1        21         1       311.01437       310.91745
         1        22         1       310.58163        310.4671
         1        23         1        310.3392       310.21753
         1        24         1       310.11768       309.99207
         1        25         1        309.8555        309.7232
         1        26         1       309.22238       309.09195
         1        27         1       308.83246       308.70236
         1        28         1       308.43198        308.3038
         1        29         1       308.01993        307.8946
         1        30         1        307.5966       307.47433
         1        31         1        307.1633       307.04404
         1        32         1       306.72083       306.60443
         1        33         1       306.27026       306.15692
         1         2        36       296.71115       296.62143
         1         3        36       296.11084       296.01978
         1         4        36       295.56598        295.4752
         1         5        36       294.97388       294.88443
         1         6        36       294.35175        294.2664
         1         7        36        293.7655       293.68314
         1         8        36        293.0483       292.96695
         1         9        36       292.17804       292.10614
         1        10        36       291.37674       291.30786
         1        11        36       290.49878       290.42944
         1        12        36       289.60748       289.54422
         1        13        36       288.72983       288.67587
         1        14        36       287.86752       287.82468
         1        15        36       286.68155       286.64868
         1        16        36       285.38654       285.36288
         1        17        36       285.45786       285.43677
         1        18        36       285.54755       285.52838
         1        19        36        285.6553        285.6375
         1        20        36       285.79752       285.78043
         1        21        36       285.95132       285.93524
         1        22        36        285.9627        285.9465
         1        23        36       285.77585       285.74796
         1        24        36        285.5421        285.5023
         1        25        36       285.25696        285.2139
         1        26        36       284.90735       284.86533
         1        27        36        284.5719       284.52966
         1        28        36       284.28214       284.23862
         1        29        36        284.0152        283.9705
         1        30        36         283.636        283.5902
         1        31        36       283.34564       283.30258
         1        32        36        283.0322       282.98578
         1        33        36       282.60263       282.55508
         1        34         1       305.81314        305.7033
         1        34         2       305.42953       305.32034
         1        34         3        305.0074       304.89966
         1        34         4        304.5478        304.4421
         1        34         5        304.0515        303.9483
         1        34         6       303.51874       303.41812
